"","station","depth","date","arrival.time.local","latitude.degrees","latitude.min.sec","longitude.degrees","longitude.min.sec","weather","secchi.depth.meters","secchi.on.bottom","station.depth.meters","sample.depth.meters","temperature.celcius","do.mgl","do.percent.saturation","salinity.ppt","pH.nbs","ph.mv","nitrate.plus.nitrite.uml","nitrite.uml","orthophosphate.uml","ammonia.uml","final.chlorophyll.concentration.ugl","doc.mgl","delta.13c","delta.15n","tss.mgl","percent.organic","comments.field","comments.nutrients","comments.chlorophyll","comments.doc","comments.isotopes"
"676",2,"surface",20161019,850,41,41.936,71,19.563,"wind: SW 5-10 knots, air temp: 20.00 °C, sea state: NA, miscellaneous: partly sunny",4.3,"n",7.5,1,16.82,8.35,103.5,30.57,7.97,-69.8,1.45,0.38,3,14.85,12.82,1.63,-21.78,14.13,1.82,80.1,NA,NA,NA,NA,NA
"677",2,"mid",20161019,850,41,41.936,71,19.563,"wind: SW 5-10 knots, air temp: 20.00 °C, sea state: NA, miscellaneous: partly sunny",4.3,"n",7.5,3.8,16.81,8.33,103.3,30.52,7.97,-69.9,1.3,0.32,2.71,12.04,11.14,1.52,-21.47,13.54,1.92,61.75,NA,NA,NA,NA,NA
"678",2,"bottom",20161019,850,41,41.936,71,19.563,"wind: SW 5-10 knots, air temp: 20.00 °C, sea state: NA, miscellaneous: partly sunny",4.3,"n",7.5,7,16.71,8.17,100.9,30.66,7.96,-69.7,1.23,0.27,3.04,14.45,9.64,1.58,-22.17,12.66,2.45,37.05,NA,NA,NA,NA,NA
"679",3,"surface",20161019,1016,41,39.502,71,23.199,"wind: SW 5-10 knots, air temp: 20.00 °C, sea state: NA, miscellaneous: partly sunny",4.4,"n",6.1,1,16.75,7.85,97.6,31.44,7.91,-66.2,0.97,0.21,2.86,13.02,4.4,1.49,-23.46,13.8,2.36,70.81,NA,NA,NA,NA,NA
"680",3,"mid",20161019,1016,41,39.502,71,23.199,"wind: SW 5-10 knots, air temp: 20.00 °C, sea state: NA, miscellaneous: partly sunny",4.4,"n",6.1,3,16.71,7.82,97.3,31.39,7.91,-66.5,4.03,0.22,3.13,15.65,3.89,1.45,-23.38,14.07,1.88,77.95,NA,NA,NA,NA,NA
"681",3,"bottom",20161019,1016,41,39.502,71,23.199,"wind: SW 5-10 knots, air temp: 20.00 °C, sea state: NA, miscellaneous: partly sunny",4.4,"n",6.1,5.6,16.7,7.83,97.4,31.37,7.91,-66.2,1.07,0.26,3.06,14.82,4.03,1.46,-23.47,14.16,2.12,44.31,NA,NA,NA,NA,NA
"682",4,"surface",20161018,1025,41,35.9,71,22.899,"wind: <5 knots, air temp: 18.33 °C, sea state: NA, miscellaneous: sunny",3.1,"n",11.7,1,16.68,8.29,103.3,31.71,7.95,-68.4,1.12,0.27,2.27,8.31,5.17,1.33,-23.08,14.58,2.17,51.31,NA,NA,NA,NA,NA
"683",4,"mid",20161018,1025,41,35.9,71,22.899,"wind: <5 knots, air temp: 18.33 °C, sea state: NA, miscellaneous: sunny",3.1,"n",11.7,5.9,16.72,8.25,102.9,31.79,7.96,-69,0.86,0.26,2.44,10.01,5.09,1.33,-22.32,13.52,2.64,50,NA,NA,NA,NA,NA
"684",4,"bottom",20161018,1025,41,35.9,71,22.899,"wind: <5 knots, air temp: 18.33 °C, sea state: NA, miscellaneous: sunny",3.1,"n",11.7,11.2,16.65,8.12,101,31.81,7.94,-69.1,0.88,0.19,2.89,14.69,5.96,1.38,-22.18,13.33,2.92,15.69,NA,NA,NA,NA,NA
"685",5,"surface",20161018,824,41,29.56,71,24.694,"wind: <5 knots, air temp: 18.33 °C, sea state: NA, miscellaneous: sunny",2.7,"n",15.2,1,16.93,7.63,95.9,32.49,7.87,-64.4,1.15,0.23,2.75,15.75,4.53,1.09,-21.49,11.39,8.51,10.69,NA,NA,NA,NA,NA
"686",5,"mid",20161018,824,41,29.56,71,24.694,"wind: <5 knots, air temp: 18.33 °C, sea state: NA, miscellaneous: sunny",2.7,"n",15.2,7.1,16.93,7.56,95,32.51,7.9,-65.7,1.24,0.49,2.68,16.37,4.6,1.13,-20.77,11.6,10.57,12.31,NA,NA,NA,NA,NA
"687",5,"bottom",20161018,824,41,29.56,71,24.694,"wind: <5 knots, air temp: 18.33 °C, sea state: NA, miscellaneous: sunny",2.7,"n",15.2,14.5,16.92,7.56,94.9,32.52,7.9,-65.5,1.13,0.3,2.7,15.22,5.25,1.04,-20.44,11.5,14.14,10.66,NA,NA,NA,NA,NA
"688",6,"surface",20161019,820,41,38.502,71,18.599,"wind: SW 5-10 knots, air temp: 20.00 °C, sea state: NA, miscellaneous: partly sunny",3.8,"n",9.5,1,16.84,8.4,104.7,31.32,7.98,-70.7,0.85,0.28,2.99,13.62,7.84,1.44,-22.32,12.79,2.04,59,NA,NA,NA,NA,NA
"689",6,"mid",20161019,820,41,38.502,71,18.599,"wind: SW 5-10 knots, air temp: 20.00 °C, sea state: NA, miscellaneous: partly sunny",3.8,"n",9.5,4.7,16.79,8.25,102.3,31.53,7.95,-68.8,0.95,0.27,2.93,13.18,6.78,1.33,-21.99,13.47,2.05,48.79,NA,NA,NA,NA,NA
"690",6,"bottom",20161019,820,41,38.502,71,18.599,"wind: SW 5-10 knots, air temp: 20.00 °C, sea state: NA, miscellaneous: partly sunny",3.8,"n",9.5,9.2,16.8,7.94,99,31.65,7.91,-68.1,0.99,0.34,2.68,10.69,7.01,1.42,-21.77,14.18,3.71,66.12,NA,NA,NA,NA,NA
"691",7,"surface",20161018,945,41,34,71,18.66,"wind: <5 knots, air temp: 18.33 °C, sea state: NA, miscellaneous: sunny",5.3,"n",18.8,1,16.8,8.06,100.8,32.08,7.94,-68.2,0.92,0.28,2.9,13.93,5.9,1.39,-21.76,16.3,2.72,41.17,NA,NA,NA,NA,NA
"692",7,"mid",20161018,945,41,34,71,18.66,"wind: <5 knots, air temp: 18.33 °C, sea state: NA, miscellaneous: sunny",5.3,"n",18.8,9.4,16.84,7.87,98.6,32.21,7.94,-68.1,0.81,0.3,2.74,14.3,6.92,1.14,-21.54,12.48,2.33,36.47,NA,NA,NA,NA,NA
"693",7,"bottom",20161018,945,41,34,71,18.66,"wind: <5 knots, air temp: 18.33 °C, sea state: NA, miscellaneous: sunny",5.3,"n",18.8,18.3,16.85,7.65,96,32.33,7.93,-67.8,0.84,0.28,2.78,14.98,5.31,1.09,-22.13,13.19,3.09,24.53,NA,NA,NA,NA,NA
"694",8,"surface",20161018,906,41,24.695,71,21.222,"wind: <5 knots, air temp: 18.33 °C, sea state: NA, miscellaneous: sunny",2.4,"n",33,1,16.92,7.6,95.7,32.59,7.93,-67.6,0.99,0.35,2.72,15.29,4.51,1.06,-22.19,12.67,4.27,21.08,NA,NA,NA,NA,NA
"695",8,"mid",20161018,906,41,24.695,71,21.222,"wind: <5 knots, air temp: 18.33 °C, sea state: NA, miscellaneous: sunny",2.4,"n",33,16.5,16.92,7.54,94.9,32.56,7.93,-67.7,1.14,0.4,2.74,15.48,4.55,1.11,-21.71,12.41,6.36,16.89,NA,NA,NA,NA,NA
"696",8,"bottom",20161018,906,41,24.695,71,21.222,"wind: <5 knots, air temp: 18.33 °C, sea state: NA, miscellaneous: sunny",2.4,"n",33,27,16.92,7.54,94.9,32.57,7.93,-67.7,0.95,0.22,2.58,14.01,4.84,1.11,-23.21,10.32,6.27,14.56,"sonde cable insufficient to reach bottom",NA,NA,NA,NA
"697",1,"surface",20161117,925,41,45.601,71,22.699,"wind: NW 15 knots, air temp: 7.22 °C, sea state: NA, miscellaneous: overcast",3.75,"n",6.9,1,11.32,8.3,88.6,24.67,7.84,-55.5,13.68,0.59,3.57,11.79,1.42,1.65,-24.99,6.07,2.13,44.18,"YSI EXO2 sonde in use from this point forward",NA,NA,NA,NA
"698",1,"mid",20161117,925,41,45.601,71,22.699,"wind: NW 15 knots, air temp: 7.22 °C, sea state: NA, miscellaneous: overcast",3.75,"n",6.9,3.5,11.36,8.24,90,27.91,7.89,-58.8,8.79,0.54,3.19,9.24,2.14,1.44,-24.14,6.75,2.58,41.46,NA,NA,NA,NA,NA
"699",1,"bottom",20161117,925,41,45.601,71,22.699,"wind: NW 15 knots, air temp: 7.22 °C, sea state: NA, miscellaneous: overcast",3.75,"n",6.9,6.5,11.36,8.21,90.8,30.08,7.93,-61,4.45,0.4,3.26,7.38,1.72,1.06,-22.56,7.67,7.59,20.95,NA,NA,NA,NA,NA
"700",2,"surface",20161117,851,41,41.935,71,19.575,"wind: NW 15 knots, air temp: 7.22 °C, sea state: NA, miscellaneous: overcast",5,"n",7.6,1,11.03,8.56,93.6,29.45,7.93,-60.8,5.14,0.5,2.89,7.01,2.24,1.22,-23.96,7.72,2.63,45.45,NA,NA,NA,NA,NA
"701",2,"mid",20161117,851,41,41.935,71,19.575,"wind: NW 15 knots, air temp: 7.22 °C, sea state: NA, miscellaneous: overcast",5,"n",7.6,3.8,11,8.47,92.8,29.91,7.94,-61.5,4.67,0.45,3.3,6.9,1.81,1.12,-23.51,8.99,2.58,39.98,NA,NA,NA,NA,NA
"702",2,"bottom",20161117,851,41,41.935,71,19.575,"wind: NW 15 knots, air temp: 7.22 °C, sea state: NA, miscellaneous: overcast",5,"n",7.6,7.1,11.54,8.01,89.3,30.87,7.94,-61.5,2.29,0.39,3,6.53,1.66,1.14,-22.99,8.35,9.13,21.25,NA,NA,NA,NA,NA
"703",3,"surface",20161117,1006,41,39.501,71,23.197,"wind: NW 15 knots, air temp: 7.22 °C, sea state: NA, miscellaneous: overcast",3.5,"n",6.1,1,10.92,8.53,94,30.99,7.93,-61.2,1.26,0.33,3.09,6.01,1.52,1.04,-23.7,9.48,3.09,33.48,NA,NA,NA,NA,NA
"704",3,"mid",20161117,1006,41,39.501,71,23.197,"wind: NW 15 knots, air temp: 7.22 °C, sea state: NA, miscellaneous: overcast",3.5,"n",6.1,3,10.91,8.54,94,30.99,7.94,-61.4,1.34,0.34,2.77,5.92,1.71,1.07,-23.53,9.59,3.06,31.9,NA,NA,NA,NA,NA
"705",3,"bottom",20161117,1006,41,39.501,71,23.197,"wind: NW 15 knots, air temp: 7.22 °C, sea state: NA, miscellaneous: overcast",3.5,"n",6.1,5.5,10.9,8.51,93.8,31.04,7.94,-61.7,1.13,0.43,3.05,5.61,1.86,0.97,-23,9.56,3.36,31.97,NA,NA,NA,NA,NA
"706",4,"surface",20161116,1112,41,35.9,71,22.895,"wind: SW 10 knots, air temp: 11.11 °C, sea state: NA, miscellaneous: overcast ",2.5,"n",11,1,11.36,8.7,97,31.35,7.94,-61.5,0.8,0.41,3,4.05,6.22,0.98,-22.61,10.37,3.31,56.5,"1 inch rain in last 24 hrs",NA,NA,NA,NA
"707",4,"mid",20161116,1112,41,35.9,71,22.895,"wind: SW 10 knots, air temp: 11.11 °C, sea state: NA, miscellaneous: overcast ",2.5,"n",11,5.5,11.51,8.59,96.1,31.43,7.94,-61.7,0.95,0.25,2.65,4.24,5.62,0.94,-22.52,10.47,4.19,38.99,"1 inch rain in last 24 hrs",NA,NA,NA,NA
"708",4,"bottom",20161116,1112,41,35.9,71,22.895,"wind: SW 10 knots, air temp: 11.11 °C, sea state: NA, miscellaneous: overcast ",2.5,"n",11,10.5,11.73,8.5,95.7,31.59,7.94,-61.9,0.76,0.33,2.73,4.14,6.96,0.9,-22.13,10.17,4.58,46.47,"1 inch rain in last 24 hrs",NA,NA,NA,NA
"709",5,"surface",20161116,852,41,29.551,71,24.695,"wind: SW 10 knots, air temp: 11.11 °C, sea state: NA, miscellaneous: overcast ",2,"n",15.5,1,13.59,8.14,96.1,33.11,7.79,-53.3,0.94,0.53,2.62,4.37,3.44,0.61,-22.17,10.27,7.15,18.17,"1 inch rain in last 24 hrs",NA,NA,NA,NA
"710",5,"mid",20161116,852,41,29.551,71,24.695,"wind: SW 10 knots, air temp: 11.11 °C, sea state: NA, miscellaneous: overcast ",2,"n",15.5,7.9,13.58,8.07,95.2,33.1,7.84,-56,1.1,0.4,2.54,5.72,3.25,0.67,-21.87,11.42,6.91,15.91,"1 inch rain in last 24 hrs",NA,NA,NA,NA
"711",5,"bottom",20161116,852,41,29.551,71,24.695,"wind: SW 10 knots, air temp: 11.11 °C, sea state: NA, miscellaneous: overcast ",2,"n",15.5,15,13.57,8.02,94.7,33.1,7.85,-56.6,1,0.37,2.91,4.44,3.37,0.61,-21.34,10.28,8.57,16.04,"1 inch rain in last 24 hrs",NA,NA,NA,NA
"712",6,"surface",20161117,818,41,38.5,71,18.601,"wind: NW 15 knots, air temp: 7.22 °C, sea state: NA, miscellaneous: overcast",3.75,"n",11,1,11.63,8.44,94.7,31.42,7.98,-63.9,1.4,0.48,2.7,5.46,2.59,1.01,-23.44,8.81,10.86,15.31,NA,NA,NA,NA,NA
"713",6,"mid",20161117,818,41,38.5,71,18.601,"wind: NW 15 knots, air temp: 7.22 °C, sea state: NA, miscellaneous: overcast",3.75,"n",11,5.5,11.95,8.26,93.4,31.68,7.98,-64.1,1.28,0.41,3.05,5.16,2.92,0.95,-22.29,10.42,6.48,16.98,NA,NA,NA,NA,NA
"714",6,"bottom",20161117,818,41,38.5,71,18.601,"wind: NW 15 knots, air temp: 7.22 °C, sea state: NA, miscellaneous: overcast",3.75,"n",11,10.5,12.02,8.19,92.8,31.71,7.98,-64.2,1.15,0.33,2.65,5.16,3.03,0.96,-22.01,13.69,3.4,35.46,NA,NA,NA,NA,NA
"715",7,"surface",20161116,1031,41,33.999,71,18.67,"wind: SW 10 knots, air temp: 11.11 °C, sea state: NA, miscellaneous: overcast ",3.5,"n",18.5,1,12.5,8.44,96.8,32.11,7.96,-62.9,0.94,0.42,2.61,4.42,5.69,0.81,-22.36,10.37,3.44,30.92,"1 inch rain in last 24 hrs",NA,NA,NA,NA
"716",7,"mid",20161116,1031,41,33.999,71,18.67,"wind: SW 10 knots, air temp: 11.11 °C, sea state: NA, miscellaneous: overcast ",3.5,"n",18.5,9.2,12.61,8.31,95.6,32.24,7.96,-62.7,1.09,0.39,2.74,4.55,4.45,0.98,-22.53,10.6,3.45,29.47,"1 inch rain in last 24 hrs",NA,NA,NA,NA
"717",7,"bottom",20161116,1031,41,33.999,71,18.67,"wind: SW 10 knots, air temp: 11.11 °C, sea state: NA, miscellaneous: overcast ",3.5,"n",18.5,18.2,12.78,8.11,93.7,32.36,7.95,-62.4,1.15,0.37,2.67,5.07,3.98,0.87,-22.42,10.02,4.8,21.06,"1 inch rain in last 24 hrs",NA,NA,NA,NA
"718",8,"surface",20161116,947,41,29.694,71,21.225,"wind: SW 10 knots, air temp: 11.11 °C, sea state: NA, miscellaneous: overcast ",3,"n",33.2,1,13.69,8.12,96,33.13,7.96,-63.1,1.13,0.48,2.49,4.84,3.31,0.7,-22.47,9.86,12.32,21.41,"1 inch rain in last 24 hrs",NA,NA,NA,NA
"719",8,"mid",20161116,947,41,29.694,71,21.225,"wind: SW 10 knots, air temp: 11.11 °C, sea state: NA, miscellaneous: overcast ",3,"n",33.2,16.5,13.7,7.99,96.6,33.18,7.96,-63.2,1.11,0.32,2.94,5.07,3.48,0.65,-22.1,9.77,5.33,18.78,"1 inch rain in last 24 hrs",NA,NA,NA,NA
"720",8,"bottom",20161116,947,41,29.694,71,21.225,"wind: SW 10 knots, air temp: 11.11 °C, sea state: NA, miscellaneous: overcast ",3,"n",33.2,32.5,13.71,7.89,93.5,33.19,7.96,-63.2,1.08,0.35,2.85,5.13,3.34,0.66,-22.26,9.19,5.64,21.21,"1 inch rain in last 24 hrs",NA,NA,NA,NA
"721",1,"surface",20161208,1003,41,45.601,71,22.694,"wind: <5 knots, air temp: 3.33 °C, sea state: NA, miscellaneous: mostly cloudy",4.1,"n",5,1,8.16,9.55,95.8,25.81,7.9,-61.2,17.98,0.5,2.36,8.47,4.02,2.25,NA,NA,1.52,60.56,NA,NA,NA,NA,"values well outside expected range"
"722",1,"mid",20161208,1003,41,45.601,71,22.694,"wind: <5 knots, air temp: 3.33 °C, sea state: NA, miscellaneous: mostly cloudy",4.1,"n",5,2.5,8.82,9.21,96.1,29.82,7.92,-63.3,5.99,0.49,1.8,7.5,2.94,1.9,NA,NA,10.35,51.62,NA,NA,NA,NA,"values well outside expected range"
"723",1,"bottom",20161208,1003,41,45.601,71,22.694,"wind: <5 knots, air temp: 3.33 °C, sea state: NA, miscellaneous: mostly cloudy",4.1,"n",5,4.5,9,8.85,93.4,30.98,7.92,-63.1,3.37,0.28,1.57,6.87,2.29,1.66,NA,NA,2.87,30.88,NA,NA,NA,NA,"values well outside expected range"
"724",2,"surface",20161208,917,41,41.937,71,19.564,"wind: <5 knots, air temp: 3.33 °C, sea state: NA, miscellaneous: mostly cloudy",6,"n",7,1,7.79,9.82,99.2,28.4,7.93,-63.4,6.36,0.11,2.06,7.74,3.46,2.02,NA,NA,1.69,54.42,NA,NA,NA,NA,"values well outside expected range"
"725",2,"mid",20161208,917,41,41.937,71,19.564,"wind: <5 knots, air temp: 3.33 °C, sea state: NA, miscellaneous: mostly cloudy",6,"n",7,3.5,8.15,9.69,100.3,30.74,7.94,-64,4.45,0.34,1.55,6.44,4.71,1.94,NA,NA,3.35,39.07,NA,NA,NA,NA,"values well outside expected range"
"726",2,"bottom",20161208,917,41,41.937,71,19.564,"wind: <5 knots, air temp: 3.33 °C, sea state: NA, miscellaneous: mostly cloudy",6,"n",7,6.5,8.85,9.23,97.5,31.55,7.94,-64.1,2.78,0.24,1.44,5.72,4.78,1.69,NA,NA,4.86,41.69,NA,NA,NA,NA,"values well outside expected range"
"727",3,"surface",20161208,1052,41,39.499,71,23.199,"wind: <5 knots, air temp: 3.33 °C, sea state: NA, miscellaneous: mostly cloudy",4.5,"y",4.5,1,6.71,10.44,103.8,29.76,7.98,-66.1,2.4,0.25,1.48,5.65,3.88,1.91,NA,NA,1.68,55.51,NA,NA,NA,NA,"values well outside expected range"
"728",3,"mid",20161208,1052,41,39.499,71,23.199,"wind: <5 knots, air temp: 3.33 °C, sea state: NA, miscellaneous: mostly cloudy",4.5,"y",4.5,2.2,7.13,10.23,102.8,30.07,7.97,-65.7,3.64,0.28,1.56,5.55,3.47,1.77,NA,NA,1.88,48.49,NA,NA,NA,NA,"values well outside expected range"
"729",3,"bottom",20161208,1052,41,39.499,71,23.199,"wind: <5 knots, air temp: 3.33 °C, sea state: NA, miscellaneous: mostly cloudy",4.5,"y",4.5,4,7.5,9.87,100.3,30.48,7.95,-64.7,2.65,0.11,1.65,5.91,3.3,1.84,NA,NA,1.59,38.31,NA,NA,NA,NA,"values well outside expected range"
"730",4,"surface",20161207,1112,41,35.899,71,22.895,"wind: NE 10 knots, air temp: 4.44 °C, sea state: NA, miscellaneous: light mist",4.1,"n",11.1,1,7.78,10.04,103.3,31.38,7.98,-66.3,1.67,0.23,1.32,5.14,7.5,1.77,NA,NA,4.15,30.17,NA,NA,NA,NA,"values well outside expected range"
"731",4,"mid",20161207,1112,41,35.899,71,22.895,"wind: NE 10 knots, air temp: 4.44 °C, sea state: NA, miscellaneous: light mist",4.1,"n",11.1,5.5,7.76,9.97,102.5,31.38,7.98,-66.3,0.97,0.07,1.56,5.4,7.2,1.72,NA,NA,3.07,33.57,NA,NA,NA,NA,"values well outside expected range"
"732",4,"bottom",20161207,1112,41,35.899,71,22.895,"wind: NE 10 knots, air temp: 4.44 °C, sea state: NA, miscellaneous: light mist",4.1,"n",11.1,10.5,7.75,9.87,101.7,31.39,7.97,-66,1.74,0.32,1.17,5.16,7.19,1.65,NA,NA,4.38,25.11,NA,NA,NA,NA,"values well outside expected range"
"733",5,"surface",20161207,847,41,29.552,71,24.699,"wind: NE 10 knots, air temp: 4.44 °C, sea state: NA, miscellaneous: light mist",3.7,"n",14.7,1,8.13,9.8,102.2,31.98,7.8,-56,0.63,0.18,1.47,5.37,6.34,1.56,NA,NA,3.41,29.89,NA,NA,NA,NA,"values well outside expected range"
"734",5,"mid",20161207,847,41,29.552,71,24.699,"wind: NE 10 knots, air temp: 4.44 °C, sea state: NA, miscellaneous: light mist",3.7,"n",14.7,7,8.33,9.66,101,32.08,7.74,-52.4,1.03,0.38,1.38,5.36,5.14,1.57,NA,NA,2.73,36.17,NA,NA,NA,NA,"values well outside expected range"
"735",5,"bottom",20161207,847,41,29.552,71,24.699,"wind: NE 10 knots, air temp: 4.44 °C, sea state: NA, miscellaneous: light mist",3.7,"n",14.7,14,8.89,9.31,99,32.49,7.74,-52.9,1.22,0.5,1.62,5.29,3.5,1.72,NA,NA,3.08,26.22,NA,NA,NA,NA,"values well outside expected range"
"736",6,"surface",20161208,835,41,38.502,71,18.595,"wind: <5 knots, air temp: 3.33 °C, sea state: NA, miscellaneous: mostly cloudy",4.7,"n",10,1,7.02,10.17,101.1,28.87,7.76,-53.5,7.51,0.58,1.93,6.48,4.45,1.99,NA,NA,1.71,55.47,NA,NA,NA,NA,"values well outside expected range"
"737",6,"mid",20161208,835,41,38.502,71,18.595,"wind: <5 knots, air temp: 3.33 °C, sea state: NA, miscellaneous: mostly cloudy",4.7,"n",10,5,8.62,9.79,102.6,31.54,7.8,-56.3,3.93,0.53,1.6,5.46,7.07,1.81,NA,NA,2.39,31.86,NA,NA,NA,NA,"values well outside expected range"
"738",6,"bottom",20161208,835,41,38.502,71,18.595,"wind: <5 knots, air temp: 3.33 °C, sea state: NA, miscellaneous: mostly cloudy",4.7,"n",10,9.5,9.41,9.19,98.7,32.26,7.8,-56.1,2.07,0.59,1.61,5.67,4.43,1.54,NA,NA,3.37,34.1,NA,NA,NA,NA,"values well outside expected range"
"739",7,"surface",20161207,1033,41,33.999,71,18.667,"wind: NE 10 knots, air temp: 4.44 °C, sea state: NA, miscellaneous: light mist",5.9,"n",17.9,1,8.37,9.85,102.9,31.43,7.97,-66,2.25,0.35,1.67,5.5,5.65,1.81,NA,NA,2.44,38.83,NA,NA,NA,NA,"values well outside expected range"
"740",7,"mid",20161207,1033,41,33.999,71,18.667,"wind: NE 10 knots, air temp: 4.44 °C, sea state: NA, miscellaneous: light mist",5.9,"n",17.9,9,9.31,9.35,100.1,32.42,7.97,-65.9,1.37,0.5,1.59,5.4,3.83,1.6,NA,NA,1.8,31.94,NA,NA,NA,NA,"values well outside expected range"
"741",7,"bottom",20161207,1033,41,33.999,71,18.667,"wind: NE 10 knots, air temp: 4.44 °C, sea state: NA, miscellaneous: light mist",5.9,"n",17.9,17,9.84,9.11,99,32.81,7.97,-66.2,1.45,0.69,1.57,5.43,3.27,1.48,NA,NA,3.14,26.85,NA,NA,NA,NA,"values well outside expected range"
"742",8,"surface",20161207,942,41,29.695,71,21.234,"wind: NE 10 knots, air temp: 4.44 °C, sea state: NA, miscellaneous: light mist",5.1,"n",32.7,1,8.66,9.89,104.4,32.06,7.46,-65.4,1.85,0.65,1.35,5.33,6.79,1.85,NA,NA,2.07,40.27,NA,NA,NA,NA,"values well outside expected range"
"743",8,"mid",20161207,942,41,29.695,71,21.234,"wind: NE 10 knots, air temp: 4.44 °C, sea state: NA, miscellaneous: light mist",5.1,"n",32.7,16,9.91,9.13,99.5,32.96,7.96,-65.5,1.33,0.74,1.58,5.35,3.25,1.57,NA,NA,2.31,29.63,NA,NA,NA,NA,"values well outside expected range"
"744",8,"bottom",20161207,942,41,29.695,71,21.234,"wind: NE 10 knots, air temp: 4.44 °C, sea state: NA, miscellaneous: light mist",5.1,"n",32.7,32,10.22,8.89,98.2,33.18,7.96,-65.7,0.72,0.55,1.5,5.62,2.03,1.47,NA,NA,3.02,22.56,NA,NA,NA,NA,"values well outside expected range"
"745",1,"surface",20170120,955,41,45.598,71,22.696,"wind: 5 knots, air temp: 3.33 °C, sea state: NA, miscellaneous: mostly cloudy",3.2,"n",6.1,1,4.23,11.83,105,22.37,8.06,-74.4,12.5,0.53,1.06,8.82,45.22,NA,-19.33,9.45,3.52,72.47,NA,NA,NA,"instrument malfunction, data not available",NA
"746",1,"mid",20170120,955,41,45.598,71,22.696,"wind: 5 knots, air temp: 3.33 °C, sea state: NA, miscellaneous: mostly cloudy",3.2,"n",6.1,3.1,4.42,11.51,108,29.08,8.06,-74.9,3.84,0.38,1.03,5.58,21.2,NA,-20.86,10.66,3.29,56.65,NA,NA,NA,"instrument malfunction, data not available",NA
"747",1,"bottom",20170120,955,41,45.598,71,22.696,"wind: 5 knots, air temp: 3.33 °C, sea state: NA, miscellaneous: mostly cloudy",3.2,"n",6.1,5.5,4.54,10.8,102,30.59,8,-71.5,1.12,0.36,0.97,5.13,20.2,NA,-20.28,10.59,3.99,45.39,NA,NA,NA,"instrument malfunction, data not available",NA
"748",2,"surface",20170120,918,41,41.938,71,19.562,"wind: 5 knots, air temp: 3.33 °C, sea state: NA, miscellaneous: mostly cloudy",2.3,"n",7,1,4.32,12.93,119.6,27.16,8.17,-80.8,5.9,0.43,0.94,5.13,59.55,NA,-18.18,10.98,6.94,68.01,NA,NA,NA,"instrument malfunction, data not available",NA
"749",2,"mid",20170120,918,41,41.938,71,19.562,"wind: 5 knots, air temp: 3.33 °C, sea state: NA, miscellaneous: mostly cloudy",2.3,"n",7,3.5,3.94,12.32,114,29.67,8.11,-77.2,0.8,0.36,0.89,4.8,32.34,NA,-18.32,11.15,4.05,58.4,NA,NA,NA,"instrument malfunction, data not available",NA
"750",2,"bottom",20170120,918,41,41.938,71,19.562,"wind: 5 knots, air temp: 3.33 °C, sea state: NA, miscellaneous: mostly cloudy",2.3,"n",7,6.5,4.96,10.41,100.1,31.67,7.96,-69.3,0.79,0.22,1.12,4.94,29.33,NA,-18.55,11.09,5.16,41.42,NA,NA,NA,"instrument malfunction, data not available",NA
"751",3,"surface",20170120,1041,41,39.503,71,23.199,"wind: 5 knots, air temp: 3.33 °C, sea state: NA, miscellaneous: mostly cloudy",3.3,"n",5.2,1,3.46,12.94,118.9,28.04,8.25,-85.3,0.88,0.21,0.96,4.82,14.12,NA,-20.49,10.51,3.08,49.48,NA,NA,NA,"instrument malfunction, data not available",NA
"752",3,"mid",20170120,1041,41,39.503,71,23.199,"wind: 5 knots, air temp: 3.33 °C, sea state: NA, miscellaneous: mostly cloudy",3.3,"n",5.2,2.6,4.11,12.29,114.2,30,8.12,-77.6,0.85,0.21,1.03,5.05,23.21,NA,-19.59,10.64,4.21,51.95,NA,NA,NA,"instrument malfunction, data not available",NA
"753",3,"bottom",20170120,1041,41,39.503,71,23.199,"wind: 5 knots, air temp: 3.33 °C, sea state: NA, miscellaneous: mostly cloudy",3.3,"n",5.2,4.7,4.25,11.53,109.5,30.61,8.07,-74.9,0.98,0.3,1.08,4.85,18.12,NA,-20.47,10.71,3.16,45.48,NA,NA,NA,"instrument malfunction, data not available",NA
"754",4,"surface",20170119,1102,41,35.902,71,22.896,"wind: NW 5 knots, air temp: 6.11 °C, sea state: NA, miscellaneous: partly sunny",5,"n",11,1,3.75,12.65,116.5,27.9,8.19,-81.8,1.44,0.34,0.89,4.85,10.26,NA,-22.7,12.03,2.37,68.46,NA,NA,NA,"instrument malfunction, data not available",NA
"755",4,"mid",20170119,1102,41,35.902,71,22.896,"wind: NW 5 knots, air temp: 6.11 °C, sea state: NA, miscellaneous: partly sunny",5,"n",11,5.5,3.82,12.06,112.1,30.24,8.12,-77.5,0.48,0.62,1.02,4.98,9.1,NA,-22.4,11.68,2.81,45.29,NA,NA,NA,"instrument malfunction, data not available",NA
"756",4,"bottom",20170119,1102,41,35.902,71,22.896,"wind: NW 5 knots, air temp: 6.11 °C, sea state: NA, miscellaneous: partly sunny",5,"n",11,10.5,4.05,11.4,107.1,30.92,8.06,-74.6,0.55,0.71,1.04,5.01,9.03,NA,-22.68,11.86,2.78,48.17,NA,NA,NA,"instrument malfunction, data not available",NA
